example_id                                            | status | run_time        |
----------------------------------------------------- | ------ | --------------- |
./spec/models/clinic_spec.rb[1:1:1]                   | passed | 0.00069 seconds |
./spec/models/clinic_spec.rb[1:2:1]                   | passed | 0.00171 seconds |
./spec/models/clinic_spec.rb[1:2:2:1]                 | passed | 0.00185 seconds |
./spec/models/clinic_spec.rb[1:2:2:2]                 | passed | 0.00087 seconds |
./spec/models/clinic_spec.rb[1:2:2:3]                 | passed | 0.0009 seconds  |
./spec/models/clinic_spec.rb[1:2:2:4]                 | passed | 0.00159 seconds |
./spec/models/clinic_spec.rb[1:3:1:1]                 | passed | 0.00333 seconds |
./spec/models/clinic_spec.rb[1:3:2:1]                 | passed | 0.00469 seconds |
./spec/models/clinic_spec.rb[1:3:2:2]                 | passed | 0.00553 seconds |
./spec/models/clinic_spec.rb[1:3:3:1]                 | passed | 0.00456 seconds |
./spec/models/clinic_spec.rb[1:3:3:2]                 | passed | 0.00525 seconds |
./spec/models/clinic_spec.rb[1:3:4:1]                 | passed | 0.00639 seconds |
./spec/models/clinic_spec.rb[1:3:4:2]                 | passed | 0.00485 seconds |
./spec/models/clinic_spec.rb[1:3:4:3]                 | passed | 0.0044 seconds  |
./spec/models/clinic_spec.rb[1:4:1:1]                 | passed | 0.00061 seconds |
./spec/models/clinic_spec.rb[1:4:1:2]                 | passed | 0.00069 seconds |
./spec/models/clinic_spec.rb[1:4:1:3]                 | passed | 0.00048 seconds |
./spec/models/clinic_spec.rb[1:5:1:1]                 | passed | 0.0063 seconds  |
./spec/models/clinic_spec.rb[1:5:1:2]                 | passed | 0.00539 seconds |
./spec/models/clinic_spec.rb[1:5:2:1]                 | failed | 0.00502 seconds |
./spec/models/clinic_spec.rb[1:6:1]                   | passed | 0.00086 seconds |
./spec/models/clinic_spec.rb[1:6:2]                   | passed | 0.00129 seconds |
./spec/models/doctor_spec.rb[1:1:1]                   | passed | 0.0015 seconds  |
./spec/models/doctor_spec.rb[1:1:2]                   | passed | 0.00153 seconds |
./spec/models/doctor_spec.rb[1:1:3]                   | passed | 0.00055 seconds |
./spec/models/doctor_spec.rb[1:1:4]                   | passed | 0.0006 seconds  |
./spec/models/doctor_spec.rb[1:2:1]                   | passed | 0.00381 seconds |
./spec/models/doctor_spec.rb[1:2:2]                   | passed | 0.00349 seconds |
./spec/models/doctor_spec.rb[1:2:3]                   | passed | 0.00423 seconds |
./spec/models/doctor_spec.rb[1:2:4]                   | passed | 0.00554 seconds |
./spec/models/doctor_spec.rb[1:2:5:1]                 | passed | 0.00513 seconds |
./spec/models/doctor_spec.rb[1:2:5:2]                 | passed | 0.00555 seconds |
./spec/models/doctor_spec.rb[1:2:5:3]                 | passed | 0.00558 seconds |
./spec/models/doctor_spec.rb[1:2:5:4]                 | passed | 0.00704 seconds |
./spec/models/doctor_spec.rb[1:2:6:1]                 | passed | 0.00611 seconds |
./spec/models/doctor_spec.rb[1:2:7:1]                 | passed | 0.00463 seconds |
./spec/models/doctor_spec.rb[1:2:7:2]                 | passed | 0.00235 seconds |
./spec/models/doctor_spec.rb[1:2:7:3]                 | passed | 0.00236 seconds |
./spec/models/doctor_spec.rb[1:2:8:1]                 | passed | 0.00268 seconds |
./spec/models/doctor_spec.rb[1:2:8:2]                 | passed | 0.00224 seconds |
./spec/models/doctor_spec.rb[1:2:8:3]                 | passed | 0.00255 seconds |
./spec/models/doctor_spec.rb[1:2:8:4]                 | passed | 0.0024 seconds  |
./spec/models/doctor_spec.rb[1:2:9:1]                 | passed | 0.00262 seconds |
./spec/models/doctor_spec.rb[1:2:9:2]                 | passed | 0.0026 seconds  |
./spec/models/doctor_spec.rb[1:2:9:3]                 | passed | 0.00259 seconds |
