example_id                                                        | status | run_time        |
----------------------------------------------------------------- | ------ | --------------- |
./spec/jobs/appointment_follow_up_job_spec.rb[1:1:1]              | passed | 0.00163 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:1:2]              | passed | 0.00185 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:1:1]            | passed | 0.00362 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:1:2]            | passed | 0.00273 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:2:1]            | passed | 0.00673 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:3:1]            | passed | 0.00622 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:4:1]            | passed | 0.00883 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:5:1]            | passed | 0.00758 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:5:2]            | passed | 0.00652 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:5:3]            | passed | 0.00818 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:6:1]            | passed | 0.0083 seconds  |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:7:1]            | passed | 0.0081 seconds  |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:8:1]            | passed | 0.00727 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:9:1]            | passed | 0.00918 seconds |
./spec/jobs/appointment_follow_up_job_spec.rb[1:2:10:1]           | passed | 0.00779 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:1:1]               | passed | 0.00089 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:1:2]               | passed | 0.00109 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:1:1]             | passed | 0.00183 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:1:2]             | passed | 0.00165 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:2:1]             | passed | 0.00364 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:3:1]             | passed | 0.00399 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:4:1]             | passed | 0.00416 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:4:2]             | passed | 0.0042 seconds  |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:4:3]             | passed | 0.00405 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:5:1]             | passed | 0.00422 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:6:1]             | passed | 0.00326 seconds |
./spec/jobs/appointment_reminder_job_spec.rb[1:2:7:1]             | passed | 0.00536 seconds |
./spec/jobs/expired_pending_appointment_job_spec.rb[1:1:1]        | passed | 0.00093 seconds |
./spec/jobs/expired_pending_appointment_job_spec.rb[1:1:2]        | passed | 0.00092 seconds |
