example_id                                                       | status | run_time        |
---------------------------------------------------------------- | ------ | --------------- |
./spec/controllers/health_controller_spec.rb[1:1:1]              | passed | 0.00443 seconds |
./spec/controllers/health_controller_spec.rb[1:1:2]              | passed | 0.00334 seconds |
./spec/controllers/health_controller_spec.rb[1:1:3]              | passed | 0.003 seconds   |
./spec/controllers/health_controller_spec.rb[1:1:4]              | passed | 0.00298 seconds |
./spec/controllers/health_controller_spec.rb[1:1:5]              | passed | 0.00645 seconds |
./spec/controllers/health_controller_spec.rb[1:1:6:1]            | passed | 0.00315 seconds |
./spec/controllers/health_controller_spec.rb[1:1:7:1]            | passed | 0.0021 seconds  |
./spec/controllers/health_controller_spec.rb[1:1:8:1]            | passed | 0.00278 seconds |
./spec/controllers/health_controller_spec.rb[1:1:9:1]            | passed | 0.00198 seconds |
./spec/jobs/cleanup_old_notifications_job_spec.rb[1:1:1]         | passed | 0.01336 seconds |
./spec/jobs/cleanup_old_notifications_job_spec.rb[1:1:2]         | passed | 0.01242 seconds |
./spec/jobs/cleanup_old_notifications_job_spec.rb[1:1:3]         | passed | 0.01185 seconds |
./spec/jobs/cleanup_old_notifications_job_spec.rb[1:2:1]         | passed | 0.00062 seconds |
./spec/jobs/process_scheduled_notifications_job_spec.rb[1:1:1:1] | passed | 0.00762 seconds |
./spec/jobs/process_scheduled_notifications_job_spec.rb[1:1:1:2] | passed | 0.00756 seconds |
./spec/jobs/process_scheduled_notifications_job_spec.rb[1:1:2:1] | passed | 0.00702 seconds |
./spec/jobs/process_scheduled_notifications_job_spec.rb[1:1:2:2] | passed | 0.00651 seconds |
./spec/jobs/process_scheduled_notifications_job_spec.rb[1:1:3:1] | passed | 0.0057 seconds  |
./spec/jobs/process_scheduled_notifications_job_spec.rb[1:2:1]   | passed | 0.00062 seconds |
./spec/jobs/retry_failed_notifications_job_spec.rb[1:1:1:1]      | passed | 0.00925 seconds |
./spec/jobs/retry_failed_notifications_job_spec.rb[1:1:1:2]      | passed | 0.00916 seconds |
./spec/jobs/retry_failed_notifications_job_spec.rb[1:1:1:3]      | passed | 0.00813 seconds |
./spec/jobs/retry_failed_notifications_job_spec.rb[1:1:2:1]      | passed | 0.00348 seconds |
./spec/jobs/retry_failed_notifications_job_spec.rb[1:2:1]        | passed | 0.00095 seconds |
./spec/jobs/send_notification_job_spec.rb[1:1:1]                 | passed | 0.00571 seconds |
./spec/jobs/send_notification_job_spec.rb[1:1:2]                 | passed | 0.00688 seconds |
./spec/jobs/send_notification_job_spec.rb[1:1:3]                 | passed | 0.00293 seconds |
./spec/jobs/send_notification_job_spec.rb[1:1:4]                 | passed | 0.00541 seconds |
./spec/jobs/send_notification_job_spec.rb[1:2:1]                 | passed | 0.00307 seconds |
./spec/jobs/send_notification_job_spec.rb[1:2:2]                 | passed | 0.00237 seconds |
./spec/mailers/notification_mailer_spec.rb[1:1:1]                | passed | 0.00208 seconds |
./spec/mailers/notification_mailer_spec.rb[1:1:2]                | passed | 0.00257 seconds |
./spec/mailers/notification_mailer_spec.rb[1:2:1]                | passed | 0.00264 seconds |
./spec/mailers/notification_mailer_spec.rb[1:2:2]                | passed | 0.00214 seconds |
./spec/mailers/notification_mailer_spec.rb[1:3:1]                | passed | 0.00237 seconds |
./spec/mailers/notification_mailer_spec.rb[1:3:2]                | passed | 0.00261 seconds |
./spec/mailers/notification_mailer_spec.rb[1:4:1]                | passed | 0.0024 seconds  |
./spec/mailers/notification_mailer_spec.rb[1:4:2]                | passed | 0.00222 seconds |
./spec/mailers/notification_mailer_spec.rb[1:5:1]                | passed | 0.00249 seconds |
./spec/mailers/notification_mailer_spec.rb[1:6:1]                | passed | 0.00249 seconds |
./spec/mailers/notification_mailer_spec.rb[1:6:2]                | passed | 0.00238 seconds |
./spec/mailers/notification_mailer_spec.rb[1:7:1]                | passed | 0.00239 seconds |
./spec/mailers/notification_mailer_spec.rb[1:7:2]                | passed | 0.00275 seconds |
./spec/mailers/notification_mailer_spec.rb[1:8:1]                | passed | 0.00253 seconds |
./spec/mailers/notification_mailer_spec.rb[1:8:2]                | passed | 0.01542 seconds |
./spec/mailers/notification_mailer_spec.rb[1:9:1]                | passed | 0.00263 seconds |
./spec/models/current_spec.rb[1:1:1]                             | passed | 0.0006 seconds  |
./spec/models/current_spec.rb[1:1:2]                             | passed | 0.00056 seconds |
./spec/models/current_spec.rb[1:1:3]                             | passed | 0.00058 seconds |
./spec/models/notification_preference_spec.rb[1:1:1]             | passed | 0.00265 seconds |
./spec/models/notification_preference_spec.rb[1:1:2]             | passed | 0.00315 seconds |
./spec/models/notification_preference_spec.rb[1:2:1:1]           | passed | 0.00216 seconds |
./spec/models/notification_preference_spec.rb[1:2:2:1]           | passed | 0.00213 seconds |
./spec/models/notification_preference_spec.rb[1:3:1:1]           | passed | 0.00198 seconds |
./spec/models/notification_preference_spec.rb[1:3:2:1]           | passed | 0.00247 seconds |
./spec/models/notification_preference_spec.rb[1:3:3:1]           | passed | 0.00194 seconds |
./spec/models/notification_preference_spec.rb[1:3:4:1]           | passed | 0.00245 seconds |
./spec/models/notification_preference_spec.rb[1:3:5:1]           | passed | 0.00206 seconds |
./spec/models/notification_preference_spec.rb[1:3:6:1]           | passed | 0.00182 seconds |
./spec/models/notification_preference_spec.rb[1:4:1:1]           | passed | 0.0019 seconds  |
./spec/models/notification_preference_spec.rb[1:4:2:1]           | passed | 0.00235 seconds |
./spec/models/notification_preference_spec.rb[1:4:3:1]           | passed | 0.00175 seconds |
./spec/models/notification_preference_spec.rb[1:4:4:1]           | passed | 0.0022 seconds  |
./spec/models/notification_preference_spec.rb[1:4:5:1]           | passed | 0.00222 seconds |
./spec/models/notification_preference_spec.rb[1:4:6:1]           | passed | 0.00219 seconds |
./spec/models/notification_preference_spec.rb[1:4:7:1]           | passed | 0.00153 seconds |
./spec/models/notification_preference_spec.rb[1:5:1:1]           | passed | 0.00205 seconds |
./spec/models/notification_preference_spec.rb[1:5:2:1]           | passed | 0.00239 seconds |
./spec/models/notification_preference_spec.rb[1:5:3:1]           | passed | 0.00216 seconds |
./spec/models/notification_preference_spec.rb[1:5:4:1]           | passed | 0.00237 seconds |
./spec/models/notification_spec.rb[1:1:1]                        | passed | 0.00174 seconds |
./spec/models/notification_spec.rb[1:1:2]                        | passed | 0.00161 seconds |
./spec/models/notification_spec.rb[1:1:3]                        | passed | 0.00145 seconds |
./spec/models/notification_spec.rb[1:1:4]                        | passed | 0.00132 seconds |
./spec/models/notification_spec.rb[1:1:5]                        | passed | 0.00164 seconds |
./spec/models/notification_spec.rb[1:1:6]                        | passed | 0.00155 seconds |
./spec/models/notification_spec.rb[1:1:7]                        | passed | 0.00182 seconds |
./spec/models/notification_spec.rb[1:1:8]                        | passed | 0.00133 seconds |
./spec/models/notification_spec.rb[1:1:9:1]                      | passed | 0.00092 seconds |
./spec/models/notification_spec.rb[1:1:9:2]                      | passed | 0.00096 seconds |
./spec/models/notification_spec.rb[1:1:9:3]                      | passed | 0.00086 seconds |
./spec/models/notification_spec.rb[1:2:1]                        | passed | 0.00139 seconds |
